Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Contato;RN;Shanda Ismay;01/06/2023;Aprovação;00:04:06;R$ 8.424,00
Agendamento;RJ;Jodi Moyle;01/06/2023;Fraude;00:13:56;R$ 4.458,00
Vendas;RJ;Byron Fairbard;01/06/2023;Aprovação;00:07:34;R$ 17.988,00
Contato;MG;Carol-jean Bortolotti;01/06/2023;Aprovação;00:03:56;R$ 8.015,00
Vendas;GO;Gavrielle O' Neligan;01/06/2023;Reprova;00:15:56;R$ 4.276,00
Vendas;PI;Joli Trebilcock;01/06/2023;Fraude;00:08:59;R$ 18.590,00
Vendas;AC;Cathryn MacGibbon;01/06/2023;Fraude;00:10:26;R$ 10.179,00
Agendamento;AC;Shanda Ismay;01/06/2023;Aprovação;00:26:13;R$ 15.658,00
Contato;SE;Jermain Tolle;01/06/2023;Fraude;00:20:52;R$ 18.515,00
Agendamento;RJ;Jermain Tolle;01/06/2023;Reprova;00:29:23;R$ 23.986,00
Contato;BA;Tawsha Fincher;01/06/2023;Pendência;00:04:10;R$ 17.387,00
Vendas;RR;Carol-jean Bortolotti;01/06/2023;Aprovação;00:24:05;R$ 12.090,00
Contato;AM;Cathryn MacGibbon;01/06/2023;Aprovação;00:19:41;R$ 6.804,00
Contato;AL;Leonardo Davion;01/06/2023;Aprovação;00:09:10;R$ 16.784,00
Agendamento;DF;Lilas Brahms;01/06/2023;Pendência;00:23:30;R$ 19.236,00
Contato;MG;Serena Bale;01/06/2023;Aprovação;00:04:52;R$ 13.468,00
Contato;BA;Gavrielle O' Neligan;01/06/2023;Aprovação;00:17:51;R$ 24.541,00
Agendamento;AC;Rolland d'Escoffier;01/06/2023;Aprovação;00:25:24;R$ 11.009,00
Vendas;RR;Jodi Moyle;01/06/2023;Reprova;00:15:02;R$ 3.886,00
Agendamento;GO;Stuart Sarl;01/06/2023;Aprovação;00:05:33;R$ 16.689,00
Agendamento;PE;Kenyon Baugh;01/06/2023;Aprovação;00:22:20;R$ 19.111,00
Agendamento;MS;Bank Vertigan;01/06/2023;Pendência;00:17:18;R$ 6.896,00
Contato;MT;Abbie Capin;01/06/2023;Fraude;00:18:54;R$ 8.786,00
Contato;CE;Serena Bale;01/06/2023;Fraude;00:28:43;R$ 1.924,00
Contato;AM;Serena Bale;01/06/2023;Reprova;00:18:35;R$ 20.412,00
Contato;PE;Erma Larn;01/06/2023;Fraude;00:28:12;R$ 6.942,00
Vendas;SE;Carlita Yoakley;01/06/2023;Reprova;00:28:10;R$ 21.437,00
Vendas;GO;Natal Domoney;01/06/2023;Aprovação;00:28:20;R$ 10.277,00
Contato;RJ;Jermain Tolle;01/06/2023;Aprovação;00:13:32;R$ 2.318,00
Contato;BA;Christoforo Colquyte;01/06/2023;Fraude;00:20:09;R$ 10.079,00
Contato;BA;Joli Trebilcock;01/06/2023;Pendência;00:14:43;R$ 24.492,00
Agendamento;AC;Boyce Tennant;01/06/2023;Fraude;00:09:39;R$ 5.732,00
Vendas;RJ;Shanda Ismay;01/06/2023;Aprovação;00:24:50;R$ 22.007,00
Vendas;RS;Cathryn MacGibbon;01/06/2023;Fraude;00:23:56;R$ 14.778,00
Vendas;AC;Natal Domoney;01/06/2023;Aprovação;00:04:24;R$ 24.893,00
Agendamento;PE;Jodi Moyle;01/06/2023;Fraude;00:26:10;R$ 24.630,00
Vendas;MS;Christean Birrel;01/06/2023;Aprovação;00:26:42;R$ 24.357,00
Vendas;MG;Natal Domoney;01/06/2023;Fraude;00:21:53;R$ 3.624,00
Agendamento;RR;Abbie Capin;01/06/2023;Fraude;00:19:11;R$ 9.237,00
Agendamento;PI;Gavrielle O' Neligan;01/06/2023;Fraude;00:11:12;R$ 18.610,00
Vendas;DF;Kenyon Baugh;01/06/2023;Fraude;00:21:33;R$ 8.412,00
Contato;MG;Rolland d'Escoffier;01/06/2023;Aprovação;00:18:53;R$ 4.534,00
Agendamento;SC;Erma Larn;01/06/2023;Aprovação;00:27:25;R$ 5.583,00
Agendamento;BA;Gavrielle O' Neligan;01/06/2023;Aprovação;00:28:13;R$ 229,00
Contato;AP;Carlita Yoakley;01/06/2023;Aprovação;00:26:56;R$ 1.461,00
Vendas;MA;Jermain Tolle;01/06/2023;Reprova;00:08:13;R$ 6.044,00
Agendamento;TO;Obadiah Kinde;01/06/2023;Pendência;00:27:47;R$ 24.835,00
Agendamento;RO;Sianna Maypowder;01/06/2023;Aprovação;00:11:18;R$ 21.302,00
Vendas;PA;Tawsha Fincher;01/06/2023;Pendência;00:17:34;R$ 4.640,00
Contato;AP;Natal Domoney;01/06/2023;Fraude;00:02:01;R$ 14.660,00
Agendamento;PR;Joli Trebilcock;01/06/2023;Fraude;00:29:06;R$ 7.207,00
Agendamento;RN;Erma Larn;01/06/2023;Reprova;00:24:05;R$ 12.707,00
Agendamento;MG;Idette Thyer;01/06/2023;Fraude;00:06:47;R$ 8.940,00
Agendamento;PB;Stuart Sarl;01/06/2023;Reprova;00:10:46;R$ 11.748,00
Agendamento;AP;Obadiah Kinde;01/06/2023;Aprovação;00:28:17;R$ 3.870,00
Contato;AM;Serena Bale;01/06/2023;Reprova;00:12:58;R$ 7.264,00
Agendamento;GO;Christean Birrel;01/06/2023;Aprovação;00:28:15;R$ 8.917,00
Vendas;DF;Tawsha Fincher;01/06/2023;Reprova;00:12:36;R$ 20.179,00
Vendas;SP;Carlita Yoakley;01/06/2023;Aprovação;00:04:56;R$ 2.705,00
Agendamento;GO;Christoforo Colquyte;01/06/2023;Aprovação;00:08:23;R$ 16.817,00
Agendamento;SP;Rolland d'Escoffier;01/06/2023;Reprova;00:10:25;R$ 13.264,00
Contato;RN;Stuart Sarl;01/06/2023;Aprovação;00:15:35;R$ 16.541,00
Vendas;TO;Stuart Sarl;01/06/2023;Aprovação;00:14:35;R$ 22.690,00
Agendamento;CE;Erma Larn;01/06/2023;Fraude;00:09:38;R$ 5.920,00
Contato;MS;Serena Bale;01/06/2023;Fraude;00:23:46;R$ 12.231,00
Vendas;PA;Sianna Maypowder;01/06/2023;Fraude;00:11:15;R$ 15.701,00
Agendamento;AP;Abbie Capin;01/06/2023;Aprovação;00:06:36;R$ 1.594,00
Contato;PB;Kenyon Baugh;01/06/2023;Fraude;00:04:14;R$ 22.284,00
Vendas;MA;Bank Vertigan;01/06/2023;Fraude;00:15:22;R$ 21.524,00
Agendamento;ES;Byron Fairbard;01/06/2023;Pendência;00:01:59;R$ 8.380,00
Agendamento;MT;Natal Domoney;01/06/2023;Aprovação;00:29:29;R$ 9.387,00
Agendamento;SC;Carlita Yoakley;01/06/2023;Aprovação;00:27:29;R$ 16.592,00
Vendas;RJ;Osgood Castaignet;01/06/2023;Fraude;00:19:09;R$ 15.794,00
Contato;PR;Cathryn MacGibbon;01/06/2023;Fraude;00:09:44;R$ 5.919,00
Agendamento;AC;Lilas Brahms;01/06/2023;Aprovação;00:18:28;R$ 6.289,00
Contato;AC;Byron Fairbard;01/06/2023;Fraude;00:19:26;R$ 10.008,00
Agendamento;TO;Kenyon Baugh;01/06/2023;Reprova;00:06:12;R$ 11.725,00
Vendas;SP;Rolland d'Escoffier;01/06/2023;Fraude;00:18:18;R$ 19.310,00
Contato;SE;Abbie Capin;01/06/2023;Aprovação;00:02:40;R$ 15.564,00
Contato;AM;Carol-jean Bortolotti;01/06/2023;Aprovação;00:16:11;R$ 3.316,00
Contato;BA;Christoforo Colquyte;01/06/2023;Aprovação;00:22:39;R$ 21.394,00
Vendas;SC;Seth Coley;01/06/2023;Pendência;00:24:51;R$ 18.504,00
Contato;AC;Leonardo Davion;01/06/2023;Fraude;00:24:53;R$ 1.294,00
Vendas;SC;Serena Bale;01/06/2023;Aprovação;00:13:24;R$ 1.518,00
Agendamento;AM;Rolland d'Escoffier;01/06/2023;Reprova;00:01:23;R$ 21.529,00
Contato;SE;Cathryn MacGibbon;01/06/2023;Fraude;00:26:07;R$ 12.867,00
Vendas;RS;Jodi Moyle;01/06/2023;Fraude;00:23:26;R$ 13.937,00
Vendas;MS;Joli Trebilcock;01/06/2023;Fraude;00:15:08;R$ 18.806,00
Contato;GO;Abbie Capin;01/06/2023;Fraude;00:22:20;R$ 24.253,00
Agendamento;MS;Christoforo Colquyte;01/06/2023;Fraude;00:24:59;R$ 8.540,00
Agendamento;AL;Obadiah Kinde;01/06/2023;Aprovação;00:05:03;R$ 8.937,00
Contato;ES;Sianna Maypowder;01/06/2023;Aprovação;00:06:00;R$ 6.557,00
Agendamento;RN;Cathryn MacGibbon;01/06/2023;Aprovação;00:20:57;R$ 18.270,00
Vendas;PR;Lucie Mongan;01/06/2023;Pendência;00:13:52;R$ 12.055,00
Agendamento;PA;Bank Vertigan;01/06/2023;Reprova;00:01:22;R$ 13.984,00
Agendamento;RJ;Katya Craghead;01/06/2023;Reprova;00:27:01;R$ 3.164,00
Agendamento;BA;Leonardo Davion;01/06/2023;Fraude;00:14:37;R$ 9.202,00
Vendas;AP;Natal Domoney;01/06/2023;Aprovação;00:07:45;R$ 8.424,00
Vendas;BA;Obadiah Kinde;01/06/2023;Pendência;00:26:54;R$ 4.693,00
Contato;AP;Osgood Castaignet;01/06/2023;Aprovação;00:13:12;R$ 13.287,00
Agendamento;PB;Natal Domoney;01/06/2023;Aprovação;00:20:41;R$ 10.721,00
Agendamento;AL;Natal Domoney;01/06/2023;Fraude;00:15:01;R$ 2.373,00
Vendas;PA;Cathryn MacGibbon;01/06/2023;Fraude;00:22:54;R$ 24.986,00
Vendas;AM;Cathryn MacGibbon;01/06/2023;Pendência;00:26:43;R$ 17.102,00
Agendamento;PA;Katya Craghead;01/06/2023;Fraude;00:27:22;R$ 23.665,00
Vendas;SP;Jermain Tolle;01/06/2023;Aprovação;00:29:18;R$ 9.663,00
Agendamento;PI;Seth Coley;01/06/2023;Aprovação;00:17:45;R$ 8.168,00
Agendamento;CE;Obadiah Kinde;01/06/2023;Aprovação;00:12:16;R$ 21.333,00
Agendamento;RJ;Carlita Yoakley;01/06/2023;Aprovação;00:20:44;R$ 2.872,00
Contato;RR;Stuart Sarl;01/06/2023;Aprovação;00:16:32;R$ 20.427,00
Agendamento;MT;Joli Trebilcock;01/06/2023;Aprovação;00:02:07;R$ 17.314,00
Contato;MA;Leonardo Davion;01/06/2023;Reprova;00:15:28;R$ 962,00
Contato;MS;Bank Vertigan;01/06/2023;Reprova;00:14:07;R$ 7.888,00
Contato;PB;Serena Bale;01/06/2023;Aprovação;00:22:15;R$ 18.183,00
Vendas;MS;Carlita Yoakley;01/06/2023;Aprovação;00:01:09;R$ 2.563,00
Vendas;AM;Christoforo Colquyte;01/06/2023;Aprovação;00:14:28;R$ 10.200,00
Agendamento;PR;Osgood Castaignet;01/06/2023;Fraude;00:02:33;R$ 9.605,00
Agendamento;MA;Jodi Moyle;01/06/2023;Pendência;00:19:46;R$ 17.259,00
Vendas;AP;Erma Larn;01/06/2023;Reprova;00:02:00;R$ 16.049,00
Vendas;AM;Cathryn MacGibbon;01/06/2023;Aprovação;00:08:33;R$ 19.690,00
Contato;RR;Erma Larn;01/06/2023;Fraude;00:09:57;R$ 15.672,00
Vendas;GO;Carlita Yoakley;01/06/2023;Aprovação;00:14:51;R$ 3.968,00
Contato;SC;Joli Trebilcock;01/06/2023;Aprovação;00:27:53;R$ 10.033,00
Vendas;RO;Lilas Brahms;01/06/2023;Aprovação;00:12:52;R$ 24.290,00
Agendamento;MS;Seth Coley;01/06/2023;Aprovação;00:19:55;R$ 18.453,00
Vendas;AL;Seth Coley;01/06/2023;Aprovação;00:09:24;R$ 1.467,00
Contato;RN;Byron Fairbard;01/06/2023;Fraude;00:21:37;R$ 8.490,00
Contato;SP;Jodi Moyle;01/06/2023;Fraude;00:11:18;R$ 15.404,00
Vendas;AM;Natal Domoney;01/06/2023;Reprova;00:27:43;R$ 24.356,00
Vendas;RO;Cathryn MacGibbon;01/06/2023;Aprovação;00:13:58;R$ 8.468,00
Agendamento;MS;Osgood Castaignet;01/06/2023;Aprovação;00:22:46;R$ 22.815,00
Vendas;PI;Osgood Castaignet;01/06/2023;Aprovação;00:05:28;R$ 12.858,00
Contato;AP;Rolland d'Escoffier;01/06/2023;Pendência;00:11:29;R$ 13.413,00
Vendas;PR;Sianna Maypowder;01/06/2023;Fraude;00:29:36;R$ 23.676,00
Vendas;MA;Idette Thyer;01/06/2023;Aprovação;00:14:15;R$ 1.356,00
Contato;PE;Gavrielle O' Neligan;01/06/2023;Aprovação;00:25:23;R$ 8.464,00
Contato;SP;Christoforo Colquyte;01/06/2023;Aprovação;00:07:29;R$ 656,00
Contato;RR;Jermain Tolle;01/06/2023;Fraude;00:18:16;R$ 23.399,00
Agendamento;PA;Erma Larn;01/06/2023;Pendência;00:03:31;R$ 14.462,00
Agendamento;RS;Christean Birrel;01/06/2023;Aprovação;00:04:08;R$ 24.870,00
Vendas;RN;Rolland d'Escoffier;01/06/2023;Aprovação;00:26:13;R$ 19.929,00
Agendamento;MG;Bank Vertigan;01/06/2023;Aprovação;00:07:20;R$ 7.937,00
Vendas;ES;Shanda Ismay;01/06/2023;Reprova;00:12:01;R$ 21.538,00
Contato;MG;Christoforo Colquyte;01/06/2023;Pendência;00:09:04;R$ 669,00
Vendas;RO;Erma Larn;01/06/2023;Aprovação;00:20:45;R$ 1.073,00
Contato;MT;Erma Larn;01/06/2023;Aprovação;00:23:11;R$ 6.975,00
Contato;MA;Obadiah Kinde;01/06/2023;Aprovação;00:26:10;R$ 11.944,00
Contato;PA;Erma Larn;01/06/2023;Fraude;00:25:50;R$ 6.324,00
Agendamento;SC;Boyce Tennant;01/06/2023;Aprovação;00:28:46;R$ 6.362,00
Vendas;MS;Obadiah Kinde;01/06/2023;Aprovação;00:05:01;R$ 2.828,00
Vendas;AP;Joli Trebilcock;01/06/2023;Aprovação;00:20:14;R$ 24.404,00
Vendas;SE;Natal Domoney;01/06/2023;Fraude;00:05:03;R$ 24.900,00
Contato;GO;Gavrielle O' Neligan;01/06/2023;Aprovação;00:13:00;R$ 9.954,00
Agendamento;RS;Osgood Castaignet;01/06/2023;Reprova;00:26:34;R$ 7.162,00
Vendas;GO;Lucie Mongan;01/06/2023;Fraude;00:16:25;R$ 17.498,00
Vendas;MG;Christean Birrel;01/06/2023;Fraude;00:08:24;R$ 6.192,00
Vendas;SE;Gavrielle O' Neligan;01/06/2023;Aprovação;00:02:45;R$ 13.304,00
Vendas;RO;Lucie Mongan;01/06/2023;Aprovação;00:19:30;R$ 6.206,00
Vendas;GO;Carol-jean Bortolotti;01/06/2023;Reprova;00:01:47;R$ 1.056,00
Vendas;ES;Abbie Capin;01/06/2023;Reprova;00:04:11;R$ 15.123,00
Vendas;ES;Kenyon Baugh;01/06/2023;Aprovação;00:24:43;R$ 1.061,00
Agendamento;PI;Lucie Mongan;01/06/2023;Aprovação;00:14:00;R$ 6.964,00
Agendamento;SC;Bank Vertigan;01/06/2023;Pendência;00:13:37;R$ 5.207,00
Vendas;MG;Carol-jean Bortolotti;01/06/2023;Aprovação;00:21:54;R$ 16.369,00
Vendas;RO;Jodi Moyle;01/06/2023;Aprovação;00:28:32;R$ 8.601,00
Contato;SE;Joli Trebilcock;01/06/2023;Aprovação;00:18:19;R$ 6.876,00
Agendamento;MA;Byron Fairbard;01/06/2023;Pendência;00:11:40;R$ 23.928,00
Contato;AM;Serena Bale;01/06/2023;Fraude;00:08:21;R$ 22.461,00
Vendas;RR;Abbie Capin;01/06/2023;Aprovação;00:09:39;R$ 10.639,00
Vendas;PA;Idette Thyer;01/06/2023;Fraude;00:13:36;R$ 7.285,00
Agendamento;SC;Abbie Capin;01/06/2023;Pendência;00:11:25;R$ 12.229,00
Vendas;DF;Leonardo Davion;01/06/2023;Reprova;00:10:59;R$ 24.734,00
Vendas;MT;Joli Trebilcock;01/06/2023;Fraude;00:13:14;R$ 13.920,00
Contato;MS;Lucie Mongan;01/06/2023;Aprovação;00:12:35;R$ 16.343,00
Contato;RN;Sianna Maypowder;01/06/2023;Fraude;00:15:05;R$ 18.949,00
Contato;RN;Bank Vertigan;01/06/2023;Reprova;00:06:47;R$ 4.514,00
Agendamento;TO;Sianna Maypowder;01/06/2023;Aprovação;00:08:50;R$ 17.151,00
Contato;RR;Natal Domoney;01/06/2023;Aprovação;00:05:00;R$ 6.434,00
Vendas;PR;Sianna Maypowder;01/06/2023;Pendência;00:04:12;R$ 20.380,00
Contato;SP;Jodi Moyle;01/06/2023;Fraude;00:13:18;R$ 1.633,00
Vendas;RN;Lilas Brahms;01/06/2023;Fraude;00:04:47;R$ 11.559,00
Vendas;RJ;Jodi Moyle;01/06/2023;Aprovação;00:09:18;R$ 6.861,00
Contato;MS;Lucie Mongan;01/06/2023;Aprovação;00:10:23;R$ 3.559,00
Vendas;PI;Sianna Maypowder;01/06/2023;Fraude;00:14:42;R$ 4.331,00
Agendamento;PA;Tawsha Fincher;01/06/2023;Fraude;00:26:35;R$ 21.855,00
Vendas;SP;Carlita Yoakley;01/06/2023;Aprovação;00:04:50;R$ 20.240,00
Vendas;RN;Gavrielle O' Neligan;01/06/2023;Fraude;00:28:14;R$ 8.619,00
Vendas;PR;Carlita Yoakley;01/06/2023;Aprovação;00:17:20;R$ 6.877,00
Agendamento;SP;Shanda Ismay;01/06/2023;Aprovação;00:29:23;R$ 12.191,00
Contato;RR;Serena Bale;01/06/2023;Pendência;00:01:13;R$ 6.813,00
Vendas;MT;Leonardo Davion;01/06/2023;Fraude;00:13:01;R$ 9.275,00
Contato;SP;Boyce Tennant;01/06/2023;Reprova;00:26:12;R$ 22.941,00
Vendas;SP;Tawsha Fincher;01/06/2023;Aprovação;00:05:37;R$ 15.825,00
Contato;SE;Byron Fairbard;01/06/2023;Aprovação;00:23:38;R$ 13.141,00
Agendamento;GO;Serena Bale;01/06/2023;Fraude;00:10:03;R$ 9.137,00
Agendamento;RO;Idette Thyer;01/06/2023;Aprovação;00:23:12;R$ 7.153,00
Contato;GO;Shanda Ismay;01/06/2023;Pendência;00:19:32;R$ 1.301,00
Agendamento;RJ;Abbie Capin;01/06/2023;Reprova;00:13:27;R$ 24.271,00
Vendas;PR;Cathryn MacGibbon;01/06/2023;Aprovação;00:03:50;R$ 18.891,00
Vendas;CE;Shanda Ismay;01/06/2023;Pendência;00:05:19;R$ 15.355,00
Contato;RN;Christean Birrel;01/06/2023;Aprovação;00:06:56;R$ 24.223,00
Agendamento;SE;Rolland d'Escoffier;01/06/2023;Aprovação;00:27:59;R$ 9.766,00
Contato;AP;Serena Bale;01/06/2023;Aprovação;00:22:19;R$ 16.528,00
Agendamento;MA;Jermain Tolle;01/06/2023;Fraude;00:26:31;R$ 17.445,00
Contato;DF;Leonardo Davion;01/06/2023;Aprovação;00:16:55;R$ 22.714,00
Agendamento;CE;Natal Domoney;01/06/2023;Fraude;00:23:54;R$ 21.623,00
Agendamento;PA;Osgood Castaignet;01/06/2023;Pendência;00:22:37;R$ 3.056,00
Vendas;RN;Abbie Capin;01/06/2023;Aprovação;00:24:44;R$ 24.604,00
Contato;MG;Leonardo Davion;01/06/2023;Aprovação;00:19:51;R$ 7.724,00
Vendas;PR;Carlita Yoakley;01/06/2023;Aprovação;00:07:39;R$ 20.986,00
Vendas;MT;Lucie Mongan;01/06/2023;Reprova;00:24:10;R$ 1.426,00
Agendamento;BA;Jermain Tolle;01/06/2023;Aprovação;00:21:39;R$ 17.122,00
Agendamento;SE;Tawsha Fincher;01/06/2023;Fraude;00:22:12;R$ 23.149,00
Agendamento;AP;Lilas Brahms;01/06/2023;Fraude;00:18:42;R$ 16.779,00
Agendamento;SC;Kenyon Baugh;01/06/2023;Aprovação;00:03:41;R$ 24.798,00
Contato;GO;Rolland d'Escoffier;01/06/2023;Fraude;00:01:33;R$ 6.573,00
Agendamento;MS;Shanda Ismay;01/06/2023;Aprovação;00:10:11;R$ 1.373,00
Vendas;ES;Lucie Mongan;01/06/2023;Fraude;00:26:12;R$ 22.854,00
Agendamento;AP;Shanda Ismay;01/06/2023;Aprovação;00:25:00;R$ 176,00
Vendas;GO;Seth Coley;01/06/2023;Fraude;00:20:45;R$ 18.024,00
Vendas;MS;Bank Vertigan;01/06/2023;Reprova;00:06:54;R$ 8.412,00
Vendas;PB;Kenyon Baugh;01/06/2023;Aprovação;00:24:50;R$ 612,00
Vendas;RO;Byron Fairbard;01/06/2023;Fraude;00:21:29;R$ 3.690,00
Vendas;RR;Cathryn MacGibbon;01/06/2023;Aprovação;00:13:02;R$ 16.649,00
Agendamento;RN;Joli Trebilcock;01/06/2023;Reprova;00:05:57;R$ 7.393,00
Contato;CE;Osgood Castaignet;01/06/2023;Fraude;00:07:49;R$ 4.872,00
Contato;GO;Sianna Maypowder;01/06/2023;Fraude;00:19:22;R$ 3.501,00
Agendamento;RO;Sianna Maypowder;01/06/2023;Aprovação;00:23:26;R$ 14.080,00
Contato;PI;Leonardo Davion;01/06/2023;Aprovação;00:25:07;R$ 18.012,00
Agendamento;TO;Carol-jean Bortolotti;01/06/2023;Fraude;00:18:20;R$ 20.018,00
Contato;RJ;Carol-jean Bortolotti;01/06/2023;Aprovação;00:03:48;R$ 8.428,00
Agendamento;RN;Erma Larn;01/06/2023;Reprova;00:14:43;R$ 3.243,00
Contato;MG;Gavrielle O' Neligan;01/06/2023;Fraude;00:24:03;R$ 21.474,00
Agendamento;MG;Lucie Mongan;01/06/2023;Pendência;00:11:10;R$ 1.982,00
Contato;SC;Seth Coley;01/06/2023;Fraude;00:28:27;R$ 3.885,00
Agendamento;AM;Christoforo Colquyte;01/06/2023;Pendência;00:25:04;R$ 8.678,00
Agendamento;MA;Christoforo Colquyte;01/06/2023;Pendência;00:22:26;R$ 3.601,00
Agendamento;ES;Idette Thyer;01/06/2023;Aprovação;00:13:29;R$ 3.309,00
Contato;AC;Serena Bale;01/06/2023;Aprovação;00:17:32;R$ 11.607,00
Agendamento;PA;Lilas Brahms;01/06/2023;Reprova;00:24:39;R$ 24.578,00
Agendamento;RO;Boyce Tennant;01/06/2023;Fraude;00:18:02;R$ 18.722,00
Agendamento;GO;Byron Fairbard;01/06/2023;Reprova;00:28:30;R$ 8.249,00
Vendas;BA;Bank Vertigan;01/06/2023;Reprova;00:13:28;R$ 16.794,00
Agendamento;PR;Erma Larn;01/06/2023;Aprovação;00:25:29;R$ 11.234,00
Agendamento;PI;Byron Fairbard;01/06/2023;Aprovação;00:30:00;R$ 19.354,00
Agendamento;RO;Carlita Yoakley;01/06/2023;Reprova;00:01:52;R$ 16.136,00
Vendas;DF;Leonardo Davion;01/06/2023;Fraude;00:01:33;R$ 22.983,00
Agendamento;MA;Cathryn MacGibbon;01/06/2023;Fraude;00:13:56;R$ 22.420,00
Contato;SC;Lilas Brahms;01/06/2023;Aprovação;00:29:08;R$ 10.533,00
Vendas;SC;Tawsha Fincher;01/06/2023;Aprovação;00:18:37;R$ 10.499,00
Agendamento;MA;Lucie Mongan;01/06/2023;Fraude;00:09:35;R$ 20.492,00
Agendamento;PI;Gavrielle O' Neligan;01/06/2023;Aprovação;00:25:27;R$ 20.419,00
Vendas;RN;Christean Birrel;01/06/2023;Aprovação;00:23:32;R$ 22.804,00
Agendamento;PB;Osgood Castaignet;01/06/2023;Aprovação;00:09:24;R$ 9.485,00
Contato;GO;Cathryn MacGibbon;01/06/2023;Aprovação;00:04:37;R$ 16.125,00
Contato;SE;Lilas Brahms;01/06/2023;Pendência;00:21:50;R$ 13.494,00
Agendamento;SC;Christoforo Colquyte;01/06/2023;Aprovação;00:02:10;R$ 4.486,00
Vendas;BA;Gavrielle O' Neligan;01/06/2023;Pendência;00:14:31;R$ 20.340,00
Contato;PB;Jermain Tolle;01/06/2023;Aprovação;00:09:02;R$ 2.405,00
Vendas;SC;Tawsha Fincher;01/06/2023;Aprovação;00:08:02;R$ 20.656,00
Vendas;RS;Obadiah Kinde;01/06/2023;Aprovação;00:10:45;R$ 18.926,00
Vendas;PR;Lilas Brahms;01/06/2023;Fraude;00:12:30;R$ 6.042,00
Contato;PE;Christoforo Colquyte;01/06/2023;Aprovação;00:06:34;R$ 14.308,00
Vendas;AL;Seth Coley;01/06/2023;Fraude;00:11:05;R$ 7.956,00
Agendamento;RO;Kenyon Baugh;01/06/2023;Aprovação;00:03:04;R$ 22.837,00
Vendas;PA;Osgood Castaignet;01/06/2023;Aprovação;00:06:00;R$ 22.349,00
Contato;AL;Leonardo Davion;01/06/2023;Aprovação;00:05:33;R$ 6.486,00
Agendamento;DF;Rolland d'Escoffier;01/06/2023;Fraude;00:13:02;R$ 20.913,00
Vendas;SP;Bank Vertigan;01/06/2023;Aprovação;00:21:13;R$ 7.719,00
Vendas;SE;Serena Bale;01/06/2023;Reprova;00:18:15;R$ 16.061,00
Agendamento;RJ;Erma Larn;01/06/2023;Aprovação;00:10:01;R$ 14.395,00
Vendas;GO;Obadiah Kinde;01/06/2023;Aprovação;00:06:40;R$ 11.553,00
Vendas;CE;Christoforo Colquyte;01/06/2023;Aprovação;00:26:40;R$ 21.540,00
Agendamento;RS;Leonardo Davion;01/06/2023;Aprovação;00:15:00;R$ 9.239,00
Vendas;SP;Stuart Sarl;01/06/2023;Fraude;00:14:19;R$ 7.102,00
Vendas;AM;Abbie Capin;01/06/2023;Reprova;00:05:17;R$ 22.975,00
Vendas;SE;Carlita Yoakley;01/06/2023;Pendência;00:11:28;R$ 12.470,00
Contato;AP;Jodi Moyle;01/06/2023;Fraude;00:05:07;R$ 2.589,00
Vendas;MT;Idette Thyer;01/06/2023;Aprovação;00:14:00;R$ 1.238,00
Contato;AC;Sianna Maypowder;01/06/2023;Fraude;00:02:24;R$ 977,00
Vendas;RR;Jermain Tolle;01/06/2023;Aprovação;00:05:52;R$ 6.482,00
Contato;RN;Bank Vertigan;01/06/2023;Aprovação;00:13:52;R$ 1.861,00
Vendas;RJ;Carlita Yoakley;01/06/2023;Fraude;00:10:16;R$ 10.255,00
Agendamento;ES;Christean Birrel;01/06/2023;Reprova;00:04:17;R$ 451,00
Vendas;SC;Tawsha Fincher;01/06/2023;Fraude;00:07:47;R$ 208,00
Contato;RS;Boyce Tennant;01/06/2023;Aprovação;00:28:17;R$ 23.359,00
Vendas;AP;Carlita Yoakley;01/06/2023;Aprovação;00:11:32;R$ 4.778,00
Contato;CE;Lilas Brahms;01/06/2023;Aprovação;00:15:52;R$ 21.327,00
Vendas;AM;Christean Birrel;01/06/2023;Reprova;00:24:07;R$ 12.900,00
Agendamento;RR;Natal Domoney;01/06/2023;Aprovação;00:09:04;R$ 15.966,00
Contato;RR;Natal Domoney;01/06/2023;Fraude;00:28:56;R$ 976,00
Contato;SP;Katya Craghead;01/06/2023;Pendência;00:16:25;R$ 1.966,00
Contato;RN;Serena Bale;01/06/2023;Aprovação;00:01:04;R$ 3.811,00
Vendas;CE;Carol-jean Bortolotti;01/06/2023;Aprovação;00:26:54;R$ 9.516,00
Vendas;MA;Stuart Sarl;01/06/2023;Fraude;00:07:01;R$ 17.306,00
Contato;GO;Jermain Tolle;01/06/2023;Aprovação;00:05:31;R$ 22.387,00
Vendas;AC;Lilas Brahms;01/06/2023;Reprova;00:17:46;R$ 17.255,00
Contato;ES;Joli Trebilcock;01/06/2023;Aprovação;00:06:37;R$ 11.688,00
Agendamento;RN;Lucie Mongan;01/06/2023;Aprovação;00:11:35;R$ 5.910,00
Contato;PR;Idette Thyer;01/06/2023;Aprovação;00:26:17;R$ 13.839,00
Contato;RR;Leonardo Davion;01/06/2023;Fraude;00:21:58;R$ 23.940,00
Contato;SC;Idette Thyer;01/06/2023;Fraude;00:28:24;R$ 9.889,00
Agendamento;PI;Christoforo Colquyte;01/06/2023;Aprovação;00:12:40;R$ 9.508,00
Agendamento;MG;Seth Coley;01/06/2023;Fraude;00:21:56;R$ 20.075,00
